Source,Dataset,ID,Cycle,Chemistry,Profile,FSI,KI,DoD_%,T_avg_C,T_stress_norm,C_peak_norm,DCSS,RBF,CVI,SoH_%,Q_Ah,Health_Label
External,NASA_B0018,B0018,35,LiCoO2,CC,0.507,0.299,82.41,31.1,0.04,1.0064,0.5514,1.8436,0.2425,88.85,1.6482,Degraded
External,NASA_B0018,B0018,36,LiCoO2,CC,0.5078,0.3053,81.94,30.99,0.04,1.0066,0.5614,1.8372,0.2502,88.34,1.6388,Degraded
External,NASA_B0018,B0018,37,LiCoO2,CC,0.5111,0.3207,81.38,30.97,0.04,1.007,0.5844,1.8213,0.2361,87.74,1.6276,Degraded
External,NASA_B0018,B0018,38,LiCoO2,CC,0.5086,0.3153,81.11,31.29,0.04,1.0063,0.5765,1.8272,0.248,87.45,1.6222,Degraded
External,NASA_B0018,B0018,39,LiCoO2,CC,0.5098,0.3226,80.7,31.41,0.04,1.0063,0.5873,1.8192,0.2487,87.01,1.614,Degraded
External,NASA_B0018,B0018,40,LiCoO2,CC,0.5027,0.2729,83.8,30.76,0.04,1.0066,0.5106,1.8695,0.2523,90.35,1.6761,Healthy
External,NASA_B0018,B0018,41,LiCoO2,CC,0.5081,0.3025,82.47,30.98,0.04,1.0061,0.5569,1.8399,0.238,88.91,1.6493,Degraded
External,NASA_B0018,B0018,42,LiCoO2,CC,0.5066,0.3041,81.62,30.8,0.04,1.0064,0.5596,1.8381,0.2476,88.0,1.6324,Degraded
External,NASA_B0018,B0018,43,LiCoO2,CC,0.507,0.3122,80.82,30.62,0.04,1.0065,0.5719,1.8298,0.2487,87.14,1.6164,Degraded
External,NASA_B0018,B0018,44,LiCoO2,CC,0.5088,0.3203,80.55,30.4,0.04,1.0068,0.5839,1.8212,0.2412,86.84,1.6109,Degraded
External,NASA_B0018,B0018,45,LiCoO2,CC,0.5072,0.3216,79.77,30.38,0.04,1.0065,0.5858,1.8201,0.2455,86.01,1.5955,Degraded
External,NASA_B0018,B0018,46,LiCoO2,CC,0.5015,0.2444,86.34,30.58,0.04,1.0117,0.4638,1.8953,0.2528,93.08,1.7267,Healthy
External,NASA_B0018,B0018,47,LiCoO2,CC,0.5018,0.2533,85.83,30.71,0.04,1.0063,0.4783,1.8869,0.2469,92.54,1.7166,Healthy
External,NASA_B0018,B0018,48,LiCoO2,CC,0.5018,0.2621,84.79,30.63,0.04,1.0058,0.4932,1.8789,0.242,91.42,1.6958,Healthy
External,NASA_B0018,B0018,49,LiCoO2,CC,0.5023,0.271,83.89,30.6,0.04,1.0063,0.5073,1.8706,0.2433,90.45,1.6778,Healthy
External,NASA_B0018,B0018,50,LiCoO2,CC,0.5048,0.2863,83.03,30.53,0.04,1.0067,0.5317,1.8563,0.2418,89.52,1.6607,Degraded
External,NASA_B0018,B0018,51,LiCoO2,CC,0.5035,0.2798,83.32,31.2,0.04,1.0065,0.5213,1.8626,0.2394,89.83,1.6664,Degraded
External,NASA_B0018,B0018,52,LiCoO2,CC,0.5015,0.2813,82.34,31.17,0.04,1.0063,0.524,1.8608,0.249,88.78,1.6468,Degraded
External,NASA_B0018,B0018,53,LiCoO2,CC,0.5069,0.3032,81.29,30.97,0.04,1.0134,0.5585,1.8387,0.2365,87.64,1.6258,Degraded
External,NASA_B0018,B0018,54,LiCoO2,CC,0.5023,0.2982,80.61,30.82,0.04,1.0066,0.5507,1.844,0.2487,86.91,1.6122,Degraded
External,NASA_B0018,B0018,55,LiCoO2,CC,0.5044,0.306,80.29,30.77,0.04,1.0093,0.5622,1.8364,0.2452,86.56,1.6057,Degraded
External,NASA_B0018,B0018,56,LiCoO2,CC,0.5037,0.2776,83.68,30.81,0.04,1.0062,0.5181,1.8648,0.2424,90.22,1.6736,Healthy
External,NASA_B0018,B0018,57,LiCoO2,CC,0.5019,0.2851,82.02,31.04,0.04,1.0065,0.5299,1.8574,0.2418,88.43,1.6404,Degraded
External,NASA_B0018,B0018,58,LiCoO2,CC,0.5011,0.2941,80.66,31.04,0.04,1.0063,0.544,1.8485,0.2483,86.97,1.6133,Degraded
External,NASA_B0018,B0018,59,LiCoO2,CC,0.5014,0.3031,79.6,30.96,0.04,1.0075,0.558,1.8393,0.248,85.83,1.5921,Degraded
External,NASA_B0018,B0018,60,LiCoO2,CC,0.5038,0.3115,79.33,30.84,0.04,1.0104,0.5707,1.8305,0.2418,85.53,1.5866,Degraded
External,NASA_B0018,B0018,61,LiCoO2,CC,0.5027,0.3128,79.0,30.8,0.04,1.0065,0.5724,1.8293,0.2424,85.18,1.5801,Degraded
External,NASA_B0018,B0018,62,LiCoO2,CC,0.5011,0.314,78.21,30.98,0.04,1.0068,0.5743,1.828,0.2501,84.32,1.5642,Degraded
External,NASA_B0018,B0018,63,LiCoO2,CC,0.5025,0.3224,77.78,30.97,0.04,1.0065,0.5868,1.8189,0.2429,83.86,1.5556,Degraded
External,NASA_B0018,B0018,64,LiCoO2,CC,0.5009,0.3238,77.01,30.98,0.04,1.0061,0.5889,1.8173,0.2476,83.03,1.5402,Degraded
External,NASA_B0018,B0018,65,LiCoO2,CC,0.5003,0.3252,76.61,30.9,0.04,1.0062,0.5909,1.8159,0.2481,82.6,1.5322,Degraded
External,NASA_B0018,B0018,66,LiCoO2,CC,0.4986,0.3193,76.58,30.82,0.04,1.0067,0.5822,1.8222,0.2513,82.57,1.5316,Degraded
External,NASA_B0018,B0018,67,LiCoO2,CC,0.5,0.328,76.11,30.73,0.04,1.0064,0.5953,1.8131,0.244,82.06,1.5223,Degraded
External,NASA_B0018,B0018,68,LiCoO2,CC,0.5003,0.3359,75.33,30.77,0.04,1.0059,0.6065,1.8046,0.2526,81.21,1.5065,Degraded
External,NASA_B0018,B0018,69,LiCoO2,CC,0.4982,0.3309,75.07,30.78,0.04,1.0063,0.5993,1.8101,0.2542,80.94,1.5014,Degraded
External,NASA_B0018,B0018,70,LiCoO2,CC,0.4977,0.3316,74.82,30.76,0.04,1.0061,0.6003,1.8092,0.2567,80.67,1.4964,Degraded
External,NASA_B0018,B0018,71,LiCoO2,CC,0.498,0.3142,76.67,30.91,0.04,1.0103,0.5754,1.8277,0.2524,82.66,1.5334,Degraded
External,NASA_B0018,B0018,72,LiCoO2,CC,0.4988,0.3235,76.19,31.23,0.04,1.0066,0.5884,1.8181,0.2479,82.15,1.5238,Degraded
External,NASA_B0018,B0018,73,LiCoO2,CC,0.4987,0.3323,75.06,31.26,0.04,1.0067,0.6017,1.8087,0.2563,80.93,1.5012,Degraded
External,NASA_B0018,B0018,74,LiCoO2,CC,0.4979,0.3339,74.62,31.18,0.04,1.0061,0.6035,1.8069,0.2518,80.45,1.4924,Degraded
External,NASA_B0018,B0018,75,LiCoO2,CC,0.4973,0.3354,74.17,31.0,0.04,1.0065,0.6057,1.8051,0.2509,79.96,1.4833,End_of_Life
External,NASA_B0018,B0018,76,LiCoO2,CC,0.4952,0.3293,74.04,30.98,0.04,1.0065,0.5969,1.8119,0.2528,79.82,1.4807,End_of_Life
External,NASA_B0018,B0018,77,LiCoO2,CC,0.497,0.3384,73.68,31.09,0.04,1.0064,0.6103,1.8023,0.248,79.43,1.4735,End_of_Life
External,NASA_B0018,B0018,78,LiCoO2,CC,0.4943,0.3316,73.4,31.34,0.04,1.0067,0.6003,1.8094,0.2581,79.14,1.468,End_of_Life
External,NASA_B0018,B0018,79,LiCoO2,CC,0.4956,0.34,72.9,31.23,0.04,1.0066,0.6124,1.8002,0.2587,78.6,1.4581,End_of_Life
External,NASA_B0018,B0018,80,LiCoO2,CC,0.4949,0.3415,72.39,31.04,0.04,1.0071,0.6146,1.7983,0.2577,78.05,1.4479,End_of_Life
External,NASA_B0018,B0018,81,LiCoO2,CC,0.4933,0.3347,72.64,30.81,0.04,1.0066,0.6047,1.8059,0.2562,78.32,1.4528,End_of_Life
External,NASA_B0018,B0018,82,LiCoO2,CC,0.4949,0.344,72.13,30.93,0.04,1.0069,0.6182,1.796,0.2513,77.76,1.4425,End_of_Life
External,NASA_B0018,B0018,83,LiCoO2,CC,0.4947,0.3447,71.96,31.22,0.04,1.0066,0.6189,1.7951,0.251,77.59,1.4393,End_of_Life
External,NASA_B0018,B0018,84,LiCoO2,CC,0.4936,0.3456,71.43,31.4,0.04,1.0066,0.6206,1.7942,0.2548,77.02,1.4286,End_of_Life
External,NASA_B0018,B0018,85,LiCoO2,CC,0.4956,0.3541,71.25,31.26,0.04,1.0062,0.6322,1.7843,0.2495,76.81,1.4249,End_of_Life
External,NASA_B0018,B0018,86,LiCoO2,CC,0.4933,0.3276,73.49,31.13,0.04,1.0068,0.5946,1.8138,0.2595,79.23,1.4698,End_of_Life
External,NASA_B0018,B0018,87,LiCoO2,CC,0.492,0.33,72.63,31.25,0.04,1.0074,0.5979,1.8111,0.2605,78.31,1.4526,End_of_Life
External,NASA_B0018,B0018,88,LiCoO2,CC,0.4935,0.3395,72.14,31.03,0.04,1.0063,0.6115,1.8008,0.2544,77.78,1.4428,End_of_Life
External,NASA_B0018,B0018,89,LiCoO2,CC,0.4921,0.3411,71.42,30.93,0.04,1.006,0.6139,1.7987,0.2639,77.0,1.4284,End_of_Life
External,NASA_B0018,B0018,90,LiCoO2,CC,0.4954,0.3576,70.77,30.67,0.04,1.0059,0.6371,1.7805,0.2494,76.3,1.4155,End_of_Life
External,NASA_B0018,B0018,91,LiCoO2,CC,0.4908,0.3249,72.73,31.23,0.04,1.0074,0.5905,1.8168,0.257,78.41,1.4546,End_of_Life
External,NASA_B0018,B0018,92,LiCoO2,CC,0.4925,0.342,71.42,31.39,0.04,1.0068,0.6152,1.7982,0.2594,77.0,1.4283,End_of_Life
External,NASA_B0018,B0018,93,LiCoO2,CC,0.492,0.3435,70.99,31.51,0.04,1.0072,0.6176,1.7966,0.26,76.53,1.4197,End_of_Life
External,NASA_B0018,B0018,94,LiCoO2,CC,0.4916,0.3444,70.78,31.55,0.04,1.0069,0.6186,1.7955,0.2614,76.31,1.4156,End_of_Life
External,NASA_B0018,B0018,95,LiCoO2,CC,0.4909,0.3461,70.28,31.39,0.04,1.007,0.6213,1.7939,0.2638,75.78,1.4057,End_of_Life
External,NASA_B0018,B0018,96,LiCoO2,CC,0.489,0.3389,70.42,31.39,0.04,1.0066,0.6107,1.8015,0.264,75.93,1.4084,End_of_Life
External,NASA_B0018,B0018,97,LiCoO2,CC,0.4904,0.3479,69.84,31.42,0.04,1.0073,0.6236,1.7916,0.2624,75.3,1.3969,End_of_Life
External,NASA_B0018,B0018,98,LiCoO2,CC,0.4926,0.3568,69.68,31.44,0.04,1.007,0.6362,1.7819,0.2544,75.12,1.3936,End_of_Life
External,NASA_B0018,B0018,99,LiCoO2,CC,0.4926,0.3588,69.47,31.54,0.04,1.0065,0.6388,1.7798,0.2545,74.9,1.3894,End_of_Life
External,NASA_B0018,B0018,100,LiCoO2,CC,0.4896,0.3533,68.93,31.53,0.04,1.0065,0.6312,1.7858,0.259,74.32,1.3786,End_of_Life
External,NASA_B0018,B0018,101,LiCoO2,CC,0.4922,0.3596,69.25,31.44,0.04,1.0062,0.6397,1.7785,0.2544,74.66,1.3849,End_of_Life
External,NASA_B0018,B0018,102,LiCoO2,CC,0.4909,0.3605,68.52,31.48,0.04,1.0071,0.6414,1.778,0.2634,73.87,1.3703,End_of_Life
External,NASA_B0018,B0018,103,LiCoO2,CC,0.4916,0.3615,68.67,31.58,0.04,1.0072,0.6426,1.7766,0.2569,74.03,1.3733,End_of_Life
External,NASA_B0018,B0018,104,LiCoO2,CC,0.4911,0.3624,68.4,31.65,0.04,1.0067,0.644,1.7755,0.2555,73.74,1.3679,End_of_Life
External,NASA_B0018,B0018,105,LiCoO2,CC,0.4899,0.3633,67.84,31.66,0.04,1.0067,0.6452,1.7744,0.2613,73.14,1.3567,End_of_Life
External,NASA_B0018,B0018,106,LiCoO2,CC,0.4905,0.3221,73.02,30.43,0.04,1.0064,0.5865,1.8198,0.2557,78.73,1.4604,End_of_Life
External,NASA_B0018,B0018,107,LiCoO2,CC,0.4926,0.3313,72.5,31.02,0.04,1.01,0.6003,1.8099,0.2576,78.17,1.4501,End_of_Life
External,NASA_B0018,B0018,108,LiCoO2,CC,0.4933,0.3406,71.91,31.39,0.04,1.0067,0.6133,1.7995,0.2555,77.53,1.4381,End_of_Life
External,NASA_B0018,B0018,109,LiCoO2,CC,0.4931,0.3436,71.42,31.25,0.04,1.0073,0.6173,1.796,0.2569,77.0,1.4284,End_of_Life
External,NASA_B0018,B0018,110,LiCoO2,CC,0.4913,0.344,70.74,31.05,0.04,1.0062,0.6183,1.7958,0.2539,76.27,1.4148,End_of_Life
External,NASA_B0018,B0018,111,LiCoO2,CC,0.492,0.3465,70.69,30.89,0.04,1.0066,0.6216,1.7931,0.2586,76.22,1.4139,End_of_Life
External,NASA_B0018,B0018,112,LiCoO2,CC,0.4924,0.3543,69.95,31.05,0.04,1.0065,0.6323,1.7845,0.2528,75.41,1.3989,End_of_Life
External,NASA_B0018,B0018,113,LiCoO2,CC,0.4903,0.3467,69.77,31.49,0.04,1.0095,0.622,1.7936,0.2624,75.22,1.3953,End_of_Life
External,NASA_B0018,B0018,114,LiCoO2,CC,0.4893,0.3477,69.5,31.94,0.04,1.0064,0.6234,1.7922,0.2614,74.93,1.39,End_of_Life
External,NASA_B0018,B0018,115,LiCoO2,CC,0.4917,0.3571,69.3,31.75,0.04,1.0065,0.6363,1.7811,0.255,74.72,1.386,End_of_Life
External,NASA_B0018,B0018,116,LiCoO2,CC,0.487,0.3409,69.41,31.31,0.04,1.0061,0.6136,1.7991,0.267,74.84,1.3882,End_of_Life
External,NASA_B0018,B0018,117,LiCoO2,CC,0.4887,0.3514,68.81,31.13,0.04,1.0061,0.6284,1.7874,0.2568,74.19,1.3762,End_of_Life
External,NASA_B0018,B0018,118,LiCoO2,CC,0.4875,0.3523,68.24,30.99,0.04,1.0062,0.63,1.7864,0.2643,73.57,1.3647,End_of_Life
External,NASA_B0018,B0018,119,LiCoO2,CC,0.4872,0.3533,67.95,30.9,0.04,1.0066,0.6309,1.7851,0.2639,73.26,1.359,End_of_Life
External,NASA_B0018,B0018,120,LiCoO2,CC,0.4874,0.3592,67.31,30.71,0.04,1.0066,0.6394,1.7785,0.2617,72.57,1.3462,End_of_Life
External,NASA_B0018,B0018,121,LiCoO2,CC,0.4891,0.3313,71.34,30.47,0.04,1.007,0.5999,1.8099,0.2591,76.92,1.4268,End_of_Life
External,NASA_B0018,B0018,122,LiCoO2,CC,0.4919,0.3496,70.32,30.94,0.04,1.0062,0.6259,1.7898,0.2572,75.82,1.4064,End_of_Life
External,NASA_B0018,B0018,123,LiCoO2,CC,0.4883,0.3427,69.67,31.11,0.04,1.0062,0.6163,1.7971,0.2645,75.12,1.3935,End_of_Life
External,NASA_B0018,B0018,124,LiCoO2,CC,0.4905,0.3523,69.41,31.04,0.04,1.0066,0.6298,1.7863,0.2559,74.84,1.3882,End_of_Life
External,NASA_B0018,B0018,125,LiCoO2,CC,0.4888,0.3542,68.51,30.97,0.04,1.0062,0.6325,1.7843,0.2597,73.86,1.3702,End_of_Life
External,NASA_B0018,B0018,126,LiCoO2,CC,0.4903,0.3542,68.98,30.94,0.04,1.0076,0.6326,1.7847,0.2567,74.38,1.3797,End_of_Life
External,NASA_B0018,B0018,127,LiCoO2,CC,0.4866,0.3469,68.43,31.3,0.04,1.0071,0.6236,1.7926,0.2675,73.78,1.3687,End_of_Life
External,NASA_B0018,B0018,128,LiCoO2,CC,0.4885,0.3562,68.14,31.82,0.04,1.0064,0.6351,1.7828,0.2641,73.46,1.3627,End_of_Life
External,NASA_B0018,B0018,129,LiCoO2,CC,0.4913,0.3648,68.17,32.0,0.04,1.0072,0.6472,1.7727,0.2539,73.5,1.3634,End_of_Life
External,NASA_B0018,B0018,130,LiCoO2,CC,0.4903,0.3669,67.59,31.74,0.04,1.0064,0.6499,1.77,0.2592,72.88,1.3519,End_of_Life
External,NASA_B0018,B0018,131,LiCoO2,CC,0.4856,0.3504,67.74,31.53,0.04,1.0059,0.6271,1.7886,0.2702,73.03,1.3548,End_of_Life
External,NASA_B0018,B0018,132,LiCoO2,CC,0.487,0.3602,67.05,31.28,0.04,1.0064,0.6407,1.7779,0.2634,72.29,1.3411,End_of_Life
External,NASA_B0025,B0025,1,LiCoO2,CC,1.1425,1.6627,92.35,33.13,0.04,2.014,1.7764,1.0683,0.277,100.0,1.847,Healthy
External,NASA_B0025,B0025,2,LiCoO2,CC,1.1425,1.662,92.43,32.85,0.04,2.0142,1.7765,1.0688,0.2748,100.0,1.8486,Healthy
External,NASA_B0025,B0025,3,LiCoO2,CC,1.1412,1.6581,92.36,33.07,0.04,2.0142,1.7781,1.0722,0.2776,100.0,1.8471,Healthy
External,NASA_B0025,B0025,4,LiCoO2,CC,1.1422,1.6607,92.45,33.13,0.04,2.0144,1.7774,1.0702,0.2644,100.0,1.849,Healthy
External,NASA_B0025,B0025,5,LiCoO2,CC,1.1407,1.6604,91.85,33.2,0.04,2.0148,1.7767,1.0699,0.2776,99.46,1.837,Healthy
External,NASA_B0025,B0025,6,LiCoO2,CC,1.141,1.6699,90.88,32.8,0.04,2.0141,1.7726,1.0613,0.2732,98.4,1.8175,Healthy
External,NASA_B0025,B0025,7,LiCoO2,CC,1.1407,1.6597,91.99,32.71,0.04,2.0142,1.777,1.0705,0.2838,99.61,1.8399,Healthy
External,NASA_B0025,B0025,8,LiCoO2,CC,1.142,1.6624,92.15,32.89,0.04,2.0143,1.7754,1.0678,0.2791,99.79,1.8431,Healthy
External,NASA_B0025,B0025,9,LiCoO2,CC,1.1436,1.6691,92.01,32.85,0.04,2.0144,1.7732,1.0623,0.2571,99.63,1.8402,Healthy
External,NASA_B0025,B0025,10,LiCoO2,CC,1.1421,1.6686,91.41,33.21,0.04,2.0149,1.7729,1.0623,0.264,98.98,1.8281,Healthy
External,NASA_B0025,B0025,11,LiCoO2,CC,1.1414,1.6683,91.27,32.55,0.04,2.0137,1.7727,1.0623,0.2743,98.83,1.8254,Healthy
External,NASA_B0025,B0025,12,LiCoO2,CC,1.1419,1.6716,91.07,32.96,0.04,2.0138,1.7716,1.0596,0.2606,98.61,1.8214,Healthy
External,NASA_B0025,B0025,13,LiCoO2,CC,1.1429,1.6709,91.52,33.31,0.04,2.0142,1.7719,1.0602,0.2587,99.1,1.8303,Healthy
External,NASA_B0025,B0025,14,LiCoO2,CC,1.1413,1.6704,90.88,33.28,0.04,2.0149,1.7717,1.0604,0.2627,98.4,1.8175,Healthy
External,NASA_B0025,B0025,15,LiCoO2,CC,1.1403,1.6703,90.55,33.13,0.04,2.0144,1.7717,1.0605,0.2625,98.04,1.8109,Healthy
External,NASA_B0025,B0025,16,LiCoO2,CC,1.14,1.6697,90.42,33.26,0.04,2.0154,1.7719,1.061,0.2618,97.9,1.8083,Healthy
External,NASA_B0025,B0025,17,LiCoO2,CC,1.1375,1.6688,89.64,33.46,0.04,2.014,1.7729,1.0621,0.2793,97.07,1.7928,Healthy
External,NASA_B0025,B0025,18,LiCoO2,CC,1.1387,1.6645,90.63,33.36,0.04,2.0139,1.774,1.0654,0.2869,98.13,1.8126,Healthy
External,NASA_B0025,B0025,19,LiCoO2,CC,1.1385,1.6656,90.39,33.2,0.04,2.0143,1.7735,1.0645,0.2814,97.88,1.8078,Healthy
External,NASA_B0025,B0025,20,LiCoO2,CC,1.1379,1.6652,90.24,33.11,0.04,2.0138,1.7736,1.0648,0.2802,97.71,1.8048,Healthy
External,NASA_B0025,B0025,21,LiCoO2,CC,1.1372,1.6648,90.03,32.87,0.04,2.0135,1.7736,1.0651,0.2774,97.48,1.8005,Healthy
External,NASA_B0025,B0025,22,LiCoO2,CC,1.1375,1.6682,89.71,32.89,0.04,2.0137,1.772,1.0619,0.2728,97.14,1.7942,Healthy
External,NASA_B0025,B0025,23,LiCoO2,CC,1.1404,1.6716,90.37,32.07,0.04,2.0149,1.7711,1.0591,0.2727,97.86,1.8074,Healthy
External,NASA_B0025,B0025,24,LiCoO2,CC,1.1368,1.6669,89.51,32.18,0.04,2.0145,1.7727,1.0631,0.2769,96.93,1.7903,Healthy
External,NASA_B0025,B0025,25,LiCoO2,CC,1.1373,1.6666,89.81,32.13,0.04,2.0141,1.7733,1.0636,0.2691,97.24,1.7961,Healthy
External,NASA_B0025,B0025,26,LiCoO2,CC,1.1365,1.6658,89.56,32.2,0.04,2.0142,1.7739,1.0646,0.2645,96.98,1.7912,Healthy
External,NASA_B0025,B0025,27,LiCoO2,CC,1.1372,1.6698,89.27,32.13,0.04,2.0154,1.7726,1.0612,0.2583,96.67,1.7855,Healthy
External,NASA_B0025,B0025,28,LiCoO2,CC,1.1344,1.669,88.39,32.17,0.04,2.0136,1.7725,1.0617,0.2832,95.71,1.7678,Healthy
External,NASA_B0026,B0026,1,LiCoO2,CC,1.1442,1.6824,90.66,32.76,0.04,2.014,1.7662,1.0497,0.267,100.0,1.8133,Healthy
External,NASA_B0026,B0026,2,LiCoO2,CC,1.1443,1.6816,90.75,32.56,0.04,2.0147,1.7663,1.0503,0.2629,100.0,1.815,Healthy
External,NASA_B0026,B0026,3,LiCoO2,CC,1.1449,1.6847,90.68,32.71,0.04,2.0139,1.7649,1.0476,0.246,100.0,1.8135,Healthy
External,NASA_B0026,B0026,4,LiCoO2,CC,1.1439,1.6806,90.76,32.89,0.04,2.0144,1.7668,1.0513,0.2599,100.0,1.8151,Healthy
External,NASA_B0026,B0026,5,LiCoO2,CC,1.1438,1.6804,90.71,32.89,0.04,2.0144,1.7669,1.0514,0.2573,100.0,1.8143,Healthy
External,NASA_B0026,B0026,6,LiCoO2,CC,1.1797,1.9784,69.32,31.61,0.04,2.0144,1.6183,0.8179,0.2319,76.46,1.3863,End_of_Life
External,NASA_B0026,B0026,7,LiCoO2,CC,1.144,1.6803,90.83,32.49,0.04,2.014,1.7668,1.0514,0.2759,100.0,1.8165,Healthy
External,NASA_B0026,B0026,8,LiCoO2,CC,1.1438,1.6828,90.43,32.63,0.04,2.0142,1.7656,1.0491,0.2623,99.74,1.8086,Healthy
External,NASA_B0026,B0026,9,LiCoO2,CC,1.1432,1.6827,90.25,32.65,0.04,2.0139,1.7657,1.0493,0.2581,99.54,1.8049,Healthy
External,NASA_B0026,B0026,10,LiCoO2,CC,1.1454,1.6893,90.25,32.95,0.04,2.0151,1.7622,1.0431,0.2481,99.54,1.8049,Healthy
External,NASA_B0026,B0026,11,LiCoO2,CC,1.148,1.7349,85.88,32.14,0.04,2.0139,1.7392,1.0024,0.2557,94.73,1.7177,Healthy
External,NASA_B0026,B0026,12,LiCoO2,CC,1.1448,1.6855,90.49,32.73,0.04,2.0144,1.7643,1.0466,0.253,99.81,1.8098,Healthy
External,NASA_B0026,B0026,13,LiCoO2,CC,1.1441,1.685,90.33,33.08,0.04,2.0138,1.7644,1.047,0.2475,99.63,1.8066,Healthy
External,NASA_B0026,B0026,14,LiCoO2,CC,1.1426,1.6847,89.69,33.07,0.04,2.0147,1.7643,1.0472,0.2573,98.93,1.7938,Healthy
External,NASA_B0026,B0026,15,LiCoO2,CC,1.1431,1.6842,89.97,32.9,0.04,2.0146,1.7646,1.0477,0.2503,99.23,1.7993,Healthy
External,NASA_B0026,B0026,16,LiCoO2,CC,1.1411,1.6841,89.21,33.04,0.04,2.0144,1.7648,1.0479,0.2521,98.4,1.7842,Healthy
External,NASA_B0026,B0026,17,LiCoO2,CC,1.1449,1.7396,84.09,33.29,0.04,2.0138,1.7372,0.9984,0.2694,92.76,1.6819,Healthy
External,NASA_B0026,B0026,18,LiCoO2,CC,1.1418,1.6796,90.04,33.32,0.04,2.0139,1.7677,1.0522,0.2618,99.31,1.8008,Healthy
External,NASA_B0026,B0026,19,LiCoO2,CC,1.1393,1.6727,89.8,33.25,0.04,2.0148,1.7709,1.0585,0.2723,99.05,1.796,Healthy
External,NASA_B0026,B0026,20,LiCoO2,CC,1.1387,1.6725,89.66,33.19,0.04,2.0141,1.7709,1.0587,0.2682,98.89,1.7931,Healthy
External,NASA_B0026,B0026,21,LiCoO2,CC,1.1397,1.6721,90.05,32.95,0.04,2.0147,1.7712,1.0592,0.2624,99.33,1.801,Healthy
External,NASA_B0026,B0026,22,LiCoO2,CC,1.1406,1.6832,89.12,32.98,0.04,2.0144,1.7658,1.0489,0.2435,98.3,1.7825,Healthy
External,NASA_B0026,B0026,23,LiCoO2,CC,1.1411,1.679,89.8,32.29,0.04,2.0144,1.7678,1.0527,0.2552,99.04,1.7959,Healthy
External,NASA_B0026,B0026,24,LiCoO2,CC,1.1374,1.6743,88.92,32.41,0.04,2.0141,1.7694,1.0566,0.2658,98.07,1.7783,Healthy
External,NASA_B0026,B0026,25,LiCoO2,CC,1.1369,1.674,88.59,32.4,0.04,2.0161,1.7692,1.0567,0.2627,97.71,1.7717,Healthy
External,NASA_B0026,B0026,26,LiCoO2,CC,1.1373,1.6732,88.95,32.48,0.04,2.0146,1.7696,1.0575,0.2568,98.12,1.7791,Healthy
External,NASA_B0026,B0026,27,LiCoO2,CC,1.1378,1.6773,88.67,32.4,0.04,2.0146,1.7678,1.0538,0.2536,97.8,1.7733,Healthy
External,NASA_B0026,B0026,28,LiCoO2,CC,1.1346,1.6688,88.44,32.53,0.04,2.0144,1.7729,1.0622,0.2836,97.55,1.7688,Healthy
External,NASA_B0027,B0027,1,LiCoO2,CC,1.1364,1.669,91.17,33.53,0.04,1.9892,1.7503,1.0486,0.2635,100.0,1.8233,Healthy
External,NASA_B0027,B0027,2,LiCoO2,CC,1.1349,1.6681,90.71,33.77,0.04,1.9884,1.7506,1.0494,0.2727,99.5,1.8142,Healthy
External,NASA_B0027,B0027,3,LiCoO2,CC,1.1356,1.6709,90.64,34.06,0.04,1.9884,1.7491,1.0467,0.2674,99.43,1.8129,Healthy
External,NASA_B0027,B0027,4,LiCoO2,CC,1.1345,1.6667,90.72,34.34,0.04,1.9885,1.7509,1.0505,0.2724,99.51,1.8144,Healthy
External,NASA_B0027,B0027,5,LiCoO2,CC,1.1343,1.667,90.64,34.39,0.04,1.9879,1.7506,1.0501,0.274,99.42,1.8128,Healthy
External,NASA_B0027,B0027,6,LiCoO2,CC,1.1328,1.6697,89.73,34.16,0.04,1.988,1.75,1.048,0.2724,98.43,1.7946,Healthy
External,NASA_B0027,B0027,7,LiCoO2,CC,1.1326,1.6594,90.83,33.65,0.04,1.9884,1.7552,1.0576,0.2746,99.63,1.8165,Healthy
External,NASA_B0027,B0027,8,LiCoO2,CC,1.1337,1.6617,90.99,33.99,0.04,1.9886,1.7533,1.0551,0.2729,99.81,1.8198,Healthy
External,NASA_B0027,B0027,9,LiCoO2,CC,1.1332,1.6613,90.85,34.12,0.04,1.9885,1.7537,1.0556,0.2763,99.65,1.817,Healthy
External,NASA_B0027,B0027,10,LiCoO2,CC,1.1315,1.661,90.24,34.52,0.04,1.9879,1.7537,1.0557,0.2776,98.98,1.8048,Healthy
External,NASA_B0027,B0027,11,LiCoO2,CC,1.1311,1.6608,90.11,33.92,0.04,1.9881,1.754,1.056,0.2806,98.84,1.8022,Healthy
External,NASA_B0027,B0027,12,LiCoO2,CC,1.1329,1.6636,90.5,34.2,0.04,1.9879,1.7522,1.0532,0.271,99.27,1.8101,Healthy
External,NASA_B0027,B0027,13,LiCoO2,CC,1.1319,1.6561,90.96,34.49,0.04,1.9882,1.7564,1.0604,0.2782,99.77,1.8192,Healthy
External,NASA_B0027,B0027,14,LiCoO2,CC,1.1323,1.6626,90.32,34.4,0.04,1.9885,1.7528,1.0541,0.2691,99.07,1.8063,Healthy
External,NASA_B0027,B0027,15,LiCoO2,CC,1.1308,1.6549,90.6,34.32,0.04,1.9892,1.7565,1.0613,0.2764,99.38,1.812,Healthy
