Source,Current_Mode,Dataset,ID,Sequence,Q_discharge_Ah,Q_nominal_Ah,SoH_%,DoD_%,CapFade_%,dSoH_per_cycle,EFC,Health_Label,C_rate_mean,C_rate_peak,T_avg_C,T_stress_norm,KI,KI_Source,RPA_ms2,CVI,RBF,DCSS,DCSS_Source,DCSS_Band,FSI,FSI_Source,FSI_Severity,Drive_Profile_Label,Fleet_DCSS_Equivalent,Profile_Rationale,Degradation_Driver,Expected_dSoH_from_FSI,Trip_ID,Distance_km,Drive_Time_min
Lab,Constant Current (CC),NASA,B0005,528,1.3232,2.0,66.16,66.16,33.84,-0.27,349.32,End_of_Life,0.843,1.008,33.17,0.5528,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4044,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,532,1.3182,2.0,65.91,65.91,34.09,-0.25,350.64,End_of_Life,0.84,1.008,33.11,0.5518,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4035,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,536,1.3185,2.0,65.92,65.92,34.08,0.01,353.33,End_of_Life,0.84,1.008,33.47,0.5578,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4051,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,540,1.3183,2.0,65.91,65.91,34.09,-0.01,355.91,End_of_Life,0.843,1.009,33.44,0.5573,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4051,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,544,1.3239,2.0,66.19,66.19,33.81,0.28,360.07,End_of_Life,0.843,1.008,33.04,0.5507,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.404,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,547,1.3601,2.0,68.01,68.01,31.99,1.82,372.01,End_of_Life,0.858,1.011,33.49,0.5582,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4107,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,551,1.3395,2.0,66.98,66.98,33.02,-1.03,369.06,End_of_Life,0.85,1.009,33.49,0.5582,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4079,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,555,1.329,2.0,66.45,66.45,33.55,-0.53,368.8,End_of_Life,0.846,1.009,33.33,0.5555,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4059,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,559,1.3237,2.0,66.18,66.18,33.82,-0.27,369.95,End_of_Life,0.843,1.008,33.27,0.5545,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4049,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,563,1.3186,2.0,65.93,65.93,34.07,-0.25,371.19,End_of_Life,0.843,1.008,33.23,0.5538,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4041,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,567,1.3135,2.0,65.67,65.67,34.33,-0.26,372.35,End_of_Life,0.839,1.008,33.21,0.5535,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4034,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,571,1.3132,2.0,65.66,65.66,34.34,-0.01,374.92,End_of_Life,0.842,1.008,33.24,0.554,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4035,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,575,1.3078,2.0,65.39,65.39,34.61,-0.27,375.99,End_of_Life,0.839,1.008,33.19,0.5532,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4026,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,579,1.303,2.0,65.15,65.15,34.85,-0.24,377.22,End_of_Life,0.838,1.009,33.17,0.5528,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.402,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,583,1.3034,2.0,65.17,65.17,34.83,0.02,379.94,End_of_Life,0.838,1.009,33.25,0.5542,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4024,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,587,1.3034,2.0,65.17,65.17,34.83,0.0,382.55,End_of_Life,0.841,1.009,33.32,0.5553,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4026,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,591,1.2979,2.0,64.89,64.89,35.11,-0.28,383.5,End_of_Life,0.838,1.008,33.34,0.5557,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4019,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,595,1.2981,2.0,64.9,64.9,35.1,0.01,386.16,End_of_Life,0.838,1.009,33.29,0.5548,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4018,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,599,1.2935,2.0,64.67,64.67,35.33,-0.23,387.37,End_of_Life,0.837,1.009,33.28,0.5547,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4012,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,603,1.288,2.0,64.4,64.4,35.6,-0.27,388.33,End_of_Life,0.834,1.009,33.32,0.5553,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4008,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,607,1.2875,2.0,64.37,64.37,35.63,-0.03,390.73,End_of_Life,0.834,1.012,33.37,0.5562,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4012,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,611,1.309,2.0,65.45,65.45,34.55,1.08,399.9,End_of_Life,0.844,1.009,33.71,0.5618,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.405,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0005,613,1.3251,2.0,66.25,66.25,33.75,0.8,406.11,End_of_Life,0.849,1.009,33.87,0.5645,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4076,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,1,2.0353,2.0,101.77,101.77,-1.77,0.0,1.02,Healthy,0.995,1.008,32.14,0.5357,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4847,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,3,2.0251,2.0,101.26,101.26,-1.26,-0.51,3.04,Healthy,0.995,1.007,32.29,0.5382,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4853,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,5,2.0133,2.0,100.67,100.67,-0.67,-0.59,5.03,Healthy,0.995,1.007,32.24,0.5373,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4851,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,7,2.0133,2.0,100.66,100.66,-0.66,-0.01,7.05,Healthy,0.995,1.007,32.15,0.5358,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4847,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,9,2.0005,2.0,100.03,100.03,-0.03,-0.63,9.0,Healthy,0.995,1.007,32.07,0.5345,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4843,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,11,2.0139,2.0,100.69,100.69,-0.69,0.66,11.08,Healthy,0.995,1.008,32.03,0.5338,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4842,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,13,2.0131,2.0,100.66,100.66,-0.66,-0.03,13.09,Healthy,0.995,1.007,32.11,0.5352,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4845,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,15,1.9688,2.0,98.44,98.44,1.56,-2.22,14.77,Healthy,0.995,1.007,32.11,0.5352,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4806,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,17,1.9682,2.0,98.41,98.41,1.59,-0.03,16.73,Healthy,0.995,1.008,32.04,0.534,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4803,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,19,1.9572,2.0,97.86,97.86,2.14,-0.55,18.59,Healthy,0.995,1.008,32.0,0.5333,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4787,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,21,1.9456,2.0,97.28,97.28,2.72,-0.58,20.43,Healthy,0.995,1.007,31.87,0.5312,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4767,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,24,1.9348,2.0,96.74,96.74,3.26,-0.54,23.22,Healthy,0.994,1.007,32.12,0.5353,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4764,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,26,1.9233,2.0,96.16,96.16,3.84,-0.58,25.0,Healthy,0.994,1.007,32.11,0.5352,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4749,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,28,1.9119,2.0,95.59,95.59,4.41,-0.57,26.77,Healthy,0.994,1.007,31.99,0.5332,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.473,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,30,1.9011,2.0,95.05,95.05,4.95,-0.54,28.52,Healthy,0.994,1.007,31.88,0.5313,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4712,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,32,1.8892,2.0,94.46,94.46,5.54,-0.59,30.23,Healthy,0.994,1.007,31.77,0.5295,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4692,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,34,1.8783,2.0,93.91,93.91,6.09,-0.55,31.93,Healthy,0.994,1.008,31.79,0.5298,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.468,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,36,1.8676,2.0,93.38,93.38,6.62,-0.53,33.62,Healthy,0.994,1.007,31.83,0.5305,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4668,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,38,1.8676,2.0,93.38,93.38,6.62,0.0,35.48,Healthy,0.989,1.008,31.89,0.5315,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4671,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,41,1.9796,2.0,98.98,98.98,1.02,5.6,40.58,Healthy,0.995,1.01,31.51,0.5252,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4798,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
Lab,Constant Current (CC),NASA,B0006,45,1.9575,2.0,97.88,97.88,2.12,-1.1,44.05,Healthy,0.995,1.007,31.87,0.5312,0.0,N/A - CC test has no kinetic events (KI=0 by definition),,0.0,0.0,0.4194,Mapped from Fleet DNA percentile matching profile label,Moderate,0.4782,0.30xKI + 0.25xDoD + 0.25xT + 0.20xC_peak (KI=0 for CC),Moderate,HWFET_like,"Low-Moderate (DCSS~0.42, p25 Fleet DNA)","NASA: 1C constant discharge ~ highway cruise (low KI, HWFET p25 fleet)",Primary: temperature (avg 32C) + capacity fade from 168 cycles; KI=0 (CC),,,,
